0	709	4
0	67	7
0	1166	3
0	291	7
0	3155	6
2	4584	5
2	2225	4
2	1173	10
2	1651	5
2	821	9
2	4935	9
3	3483	10
3	5789	1
3	7370	7
3	7037	8
3	3433	4
3	6568	6
4	9900	8
4	4105	1
4	7481	6
4	7633	6
4	1094	3
4	1115	4
4	785	7
4	2898	7
4	9304	2
5	1190	9
5	3576	1
5	7408	2
5	891	8
5	9750	4
5	9078	4
6	1125	9
6	5182	10
6	2472	6
6	5743	5
6	1415	2
6	793	2
6	1460	3
7	3700	4
8	1221	8
8	8786	2
8	2324	2
8	3274	2
8	4374	6
8	6854	7
9	3650	10
9	1937	1
9	7063	5
9	6647	10
9	5622	10
9	6166	6
9	8180	4
9	3929	10
9	7652	4
9	4822	7
10	8866	10
11	9602	10
11	5357	8
12	8881	9
12	3660	5
12	9936	6
12	8226	5
12	2424	3
12	9906	3
12	6871	10
12	7278	1
12	7755	1
12	7449	9
13	8625	9
13	6440	4
13	9811	6
13	4098	6
14	9261	4
14	892	10
16	4429	3
16	4261	9
16	9387	10
17	918	3
17	4427	6
17	2301	6
17	3739	3
17	1500	7
17	9923	3
17	3831	7
17	714	4
17	2238	6
18	160	5
18	9645	8
18	8769	3
18	3406	2
18	9624	5
18	2658	7
19	5793	5
19	643	1
19	3745	9
19	9037	3
19	87	7
19	1730	5
20	9699	4
20	3360	10
20	5714	6
20	8144	4
20	883	10
20	1413	3
20	9686	8
20	6364	2
20	8151	1
21	7022	8
21	7731	10
21	5631	4
22	7849	10
22	1757	7
22	3958	10
22	8140	10
22	6716	3
22	1664	6
22	8733	5
23	5963	5
23	7544	5
23	9149	6
23	3677	2
24	6872	4
24	8620	7
24	9635	4
24	3483	9
24	1997	5
24	9821	2
24	5233	2
24	7801	2
24	3334	2
24	8762	4
25	3661	5
25	235	8
25	8315	9
25	4608	6
25	9121	3
25	8355	8
25	3295	9
26	1941	3
27	4695	2
27	4016	2
27	7524	1
27	5410	7
27	404	2
28	1668	7
28	213	1
28	9714	5
28	3681	9
28	6103	10
28	6692	5
28	8403	3
29	4938	8
29	7631	8
29	128	8
29	1852	8
29	5245	6
31	6971	7
31	6022	10
31	742	2
31	6600	6
31	3201	8
33	6554	10
34	8436	2
34	9224	10
35	7995	1
35	7818	1
35	3145	8
35	8623	9
35	6888	2
35	3940	10
35	9316	6
35	3743	6
35	6749	6
35	6271	8
36	3803	3
36	3028	4
36	3919	6
36	5656	2
36	3861	1
36	6195	8
36	3020	5
36	5516	8
36	401	1
36	8870	6
37	2802	4
37	3141	2
38	481	2
38	2669	3
38	3578	5
38	1261	8
38	960	5
39	7594	5
39	7463	9
39	9268	4
39	3091	7
39	4472	6
39	8249	2
39	7408	9
40	1293	2
40	4678	5
40	5111	4
40	9009	6
40	4006	9
40	7148	2
40	1819	9
40	5541	2
40	9287	1
40	3506	9
41	7885	2
41	9209	2
41	9775	8
41	4543	5
41	6573	1
42	3958	4
42	7604	3
42	5042	5
42	9547	3
43	2429	1
43	8189	1
43	1313	1
43	8648	9
43	9041	6
44	5624	4
44	5990	4
44	287	7
44	2424	10
44	8156	9
44	2987	7
44	1564	9
44	5251	7
44	9276	8
44	4630	10
45	7223	8
45	198	5
45	8221	8
45	4849	8
47	5632	6
47	3756	4
47	6504	5
47	4182	10
48	9869	7
48	2335	6
48	2761	9
48	5858	7
48	5018	6
49	9762	1
49	8137	10
49	9832	10
49	2665	10
49	9867	10
49	5047	7
49	3954	8
49	2769	7
50	5823	2
50	8773	5
50	6134	1
50	1677	9
50	5719	8
51	8278	10
51	1430	9
51	7824	1
51	5594	10
51	8460	10
51	8687	10
52	8348	4
52	9839	1
53	1496	1
53	799	10
53	5218	9
53	8412	7
53	6092	2
54	4912	6
54	4271	4
54	8502	9
54	8946	2
55	3531	6
55	1909	10
55	2386	1
55	2623	1
55	79	6
55	952	7
55	9483	5
55	5630	8
55	1203	8
56	879	2
56	8196	5
57	3559	4
57	3927	3
57	6909	1
58	2490	1
58	3499	5
58	270	7
58	845	7
58	2530	7
58	8418	1
58	5504	5
58	1634	1
58	5581	10
59	649	1
59	8065	1
59	9368	3
60	6526	3
60	6258	7
60	1826	10
60	227	10
61	5332	6
61	388	4
61	8412	3
62	7473	3
62	9256	5
62	504	9
62	7077	4
62	6423	1
62	4303	6
62	6680	9
63	9425	6
63	6389	6
63	7382	1
63	3484	5
63	1393	7
63	3503	9
64	5765	8
64	2467	6
64	8065	1
64	2956	10
64	1563	4
64	3915	1
65	8488	5
65	9942	7
65	920	7
65	1962	6
66	3576	3
66	5420	4
66	9763	6
66	797	7
66	6767	10
66	921	5
66	9803	3
66	3598	3
67	2211	6
67	7605	7
67	4346	8
67	9793	1
67	9562	5
67	7300	5
67	9246	3
67	8791	10
67	9380	10
68	5434	7
68	425	1
68	6776	2
68	2387	8
68	7113	4
68	1673	4
69	7239	10
69	946	10
69	6152	7
70	3325	9
70	4048	2
70	5426	5
70	7199	7
70	8769	7
70	8071	10
70	877	1
70	4218	7
71	7224	10
71	1183	5
71	8372	5
72	8098	3
72	1524	1
72	122	9
72	845	2
72	8313	7
72	6306	6
73	9146	2
73	2814	6
74	2077	3
75	3704	8
75	2128	1
75	6129	10
76	277	1
76	5616	4
76	4057	2
76	7431	8
77	3342	9
77	6245	2
77	6838	9
77	7597	10
77	5348	2
77	9585	5
77	2122	4
78	968	9
78	3832	8
78	1898	4
78	8288	6
78	4095	4
78	5998	8
78	5223	3
78	9743	1
78	3964	5
79	1153	7
79	9510	5
79	9666	2
79	1800	1
79	1729	5
79	2359	5
79	8047	1
79	167	4
80	6984	3
80	5987	6
80	3303	8
80	9251	7
81	8668	5
82	5401	4
82	1093	7
82	57	5
82	2418	6
82	4611	8
82	7487	2
83	925	1
83	8542	5
83	7778	9
84	6632	5
84	3967	8
84	8224	3
84	1843	10
84	9944	2
84	5132	2
86	52	4
86	6029	7
86	2805	3
86	1150	1
87	9494	3
88	1255	6
88	8638	9
88	2839	8
88	2675	5
88	897	1
88	5109	8
90	855	5
91	8636	9
92	8577	3
94	9934	6
94	9870	4
94	593	9
94	1546	10
94	2174	9
95	9328	5
95	5071	1
95	6562	7
95	240	7
95	6451	8
95	4902	10
95	1696	2
96	2921	9
96	4233	4
96	2517	2
96	455	6
96	1521	6
96	1180	5
96	8776	9
97	6450	2
98	2270	3
100	6372	5
100	6177	7
100	3392	8
100	8030	2
100	212	8
100	5974	3
100	3343	2
100	6180	10
100	3866	5
100	3003	8
101	955	6
101	1289	7
101	4599	10
101	4844	9
102	6322	8
102	6060	3
102	5802	4
102	9925	9
102	8638	1
103	7608	5
103	6751	8
103	1282	1
103	6919	7
104	8488	1
104	412	5
105	198	3
105	5842	9
105	7280	4
105	5533	6
106	8377	1
106	1746	3
107	4786	2
107	7961	1
108	7210	1
109	8074	4
109	6583	10
110	1563	10
110	7394	2
110	3922	8
110	5749	7
110	1858	5
111	268	9
111	2422	4
111	3985	3
111	3592	5
111	9696	6
112	4566	8
112	4267	10
112	4586	9
112	4166	8
112	1373	9
113	9798	6
113	4950	6
113	9739	6
113	6111	2
114	7427	8
115	7765	9
115	154	10
115	9335	7
115	8522	5
115	1488	3
115	852	5
115	1592	8
116	332	3
116	4996	4
116	7186	6
116	7544	2
116	8097	2
116	372	8
116	1118	7
116	3645	7
116	4243	8
117	4494	1
117	2864	4
117	28	8
119	3632	5
119	7236	8
119	977	9
119	6312	3
119	1528	4
119	7851	3
120	4157	2
120	5430	1
120	9352	1
120	79	3
120	8240	3
121	2117	6
121	902	8
121	4849	7
121	9099	2
121	625	6
121	3587	1
121	581	6
121	6417	8
123	9040	6
123	7467	1
123	5204	8
123	3536	3
123	6886	4
123	8465	5
123	4052	4
123	6601	1
123	1027	1
123	6950	8
124	6581	3
124	9543	5
124	7534	1
124	1020	9
124	6481	5
125	4055	10
125	3117	9
125	4006	9
125	7708	8
125	7221	2
125	9621	6
126	1764	9
126	3858	5
126	7201	7
126	9612	2
127	2099	8
127	3522	2
127	3607	5
127	7982	5
127	164	2
127	1903	5
127	4641	6
127	4481	2
127	9705	5
127	3507	1
128	5432	5
128	1919	3
128	8070	5
128	836	1
129	7188	7
129	8988	7
129	7212	9
129	7781	5
129	6171	8
129	6237	9
129	5072	1
129	6889	10
130	1389	4
130	6405	2
130	3871	8
130	8572	4
130	6070	4
130	9670	6
130	3574	10
130	7718	1
130	2284	9
130	872	2
131	6044	4
131	718	4
131	3042	3
131	19	2
132	1959	7
132	3688	5
132	8744	6
132	5966	5
132	5971	4
132	6116	2
132	8644	10
133	9405	10
133	475	1
133	6615	5
133	8033	8
133	782	2
133	4054	9
133	6150	10
135	6936	2
135	2809	8
135	6326	2
136	528	1
136	4898	4
136	1479	6
136	335	2
136	4117	10
136	5111	2
136	8294	7
136	7087	2
136	5126	5
137	1662	7
138	8109	8
138	7145	3
138	5615	4
138	9363	7
138	3300	1
138	2316	8
138	3016	6
138	4718	6
138	6081	10
138	9946	8
139	487	8
139	5551	9
139	643	2
139	2945	9
139	2206	5
139	6310	10
139	5527	6
139	8460	1
140	6258	5
140	2670	3
140	5594	6
140	8033	8
140	6037	6
140	2443	3
140	1984	10
142	6684	10
142	3995	6
142	1380	5
142	1411	7
142	8239	10
142	9787	7
142	7902	3
142	3195	9
143	6888	10
143	2968	4
143	5641	5
143	5720	7
144	4507	5
144	5063	6
144	9457	5
144	3035	5
144	1982	5
144	2288	4
145	7306	7
146	7177	4
146	7441	6
146	1121	7
146	2895	1
146	5202	7
146	6044	5
146	3561	8
147	9	4
147	508	8
147	2016	5
147	7606	8
148	2911	6
148	6433	7
148	2678	7
148	3808	3
148	6426	5
148	9552	7
148	9249	9
148	904	3
148	151	9
149	7802	6
149	2163	1
149	8646	7
149	3452	10
149	6773	7
149	1229	6
150	5541	7
150	7039	6
150	247	4
150	9737	4
150	5799	7
150	9027	7
150	3555	3
150	3627	7
150	6269	1
151	6957	9
151	8077	4
151	7775	8
152	820	7
152	7741	1
152	3481	8
152	3313	9
152	4561	2
153	3667	5
153	6964	4
153	403	1
153	6521	6
154	2691	2
154	3905	6
154	9345	5
154	6522	5
154	8707	2
154	777	1
154	9384	4
155	645	9
155	9851	10
155	1969	3
155	2411	6
155	406	8
155	6504	3
155	7961	7
155	9238	10
155	9788	7
155	2320	8
157	4165	6
157	9946	8
157	4164	1
157	6068	8
157	557	5
157	734	8
157	4555	1
157	6106	10
157	3979	3
158	5733	2
158	1732	10
158	5077	9
158	8417	5
158	9324	8
158	3304	7
158	3165	6
158	4140	9
158	7951	4
158	7345	4
159	8300	4
159	9425	8
160	2318	2
160	1187	7
160	4162	5
160	6663	1
162	9781	2
162	7869	6
162	7324	3
162	15	5
162	9139	6
162	7529	4
162	3973	9
162	526	5
163	2288	7
163	7700	8
163	7678	4
163	2999	5
164	1216	3
164	1600	3
164	2724	8
164	9721	5
164	5274	4
165	4542	7
165	2981	3
165	1171	6
165	2080	5
165	5893	3
165	9333	6
165	7527	1
165	9	3
166	2387	3
166	8292	1
166	1202	2
166	4626	9
166	5843	9
167	2033	4
167	9522	3
167	2421	1
167	3711	8
167	1855	7
168	43	6
168	2966	1
168	8047	2
168	7778	4
168	6852	5
168	4949	5
168	3535	5
168	2093	10
169	10	9
169	4985	5
169	7105	7
169	4168	3
169	6555	6
169	9317	1
169	8715	2
169	1507	2
170	1279	10
170	9933	1
170	6823	5
170	1485	3
170	9212	1
170	5855	8
170	525	5
170	7923	4
170	7242	9
173	8405	6
173	9186	9
173	3951	6
173	3226	8
173	347	4
173	2423	10
173	8484	1
174	16	4
174	8551	5
174	6959	3
174	2646	3
174	5933	2
174	5879	8
174	646	4
174	4541	8
174	5449	10
175	3122	8
175	2664	5
175	6380	4
175	9144	4
175	2518	1
175	461	7
175	5183	5
175	5755	10
175	4557	6
175	6546	6
176	1564	6
176	6211	6
176	2031	3
176	1191	2
177	9409	8
177	5369	5
178	9740	10
178	7258	10
178	5706	7
178	8150	3
178	9044	6
178	9006	7
178	2131	3
179	4495	1
179	4072	4
179	4454	6
179	3832	2
180	3114	1
180	5735	4
180	7077	9
180	9461	10
180	7709	6
180	1872	5
180	2245	6
181	2123	7
181	127	5
181	5857	9
181	7799	8
181	5203	10
181	70	9
181	6757	6
181	7891	10
181	3011	8
182	5341	9
182	9672	10
182	6673	6
182	6108	2
182	7148	9
182	4452	9
182	2441	4
182	5592	4
183	2535	9
183	8182	8
183	9142	7
184	5115	5
184	3491	1
185	2791	8
186	7216	1
186	2038	2
188	386	10
188	3129	5
188	4607	2
188	8041	7
188	3894	10
188	6113	8
188	735	8
188	5446	1
189	4374	2
189	1742	7
189	1256	7
189	3565	10
190	2497	5
190	3527	4
190	9132	7
190	9837	8
190	3549	4
190	8756	5
191	1388	10
191	6132	1
191	7276	1
191	9915	4
193	5209	6
193	6328	7
193	6522	3
193	1937	4
193	350	5
193	779	3
194	3618	7
194	4718	9
194	8477	6
194	6088	10
194	2634	10
194	1148	10
194	8784	9
194	3074	2
194	1114	3
194	8944	4
195	3682	3
195	1190	7
195	4994	4
195	4980	1
195	8617	1
195	7229	2
195	1885	5
195	3356	9
196	7994	10
196	4432	4
196	6608	7
196	8765	10
197	7262	9
197	1260	4
197	7681	1
197	3144	2
197	6362	9
197	2165	3
197	5431	10
197	5776	10
197	5903	2
198	6493	6
198	488	1
198	7131	4
198	7395	3
198	2175	8
198	6658	8
199	5924	3
199	2761	4
199	5949	2
199	679	10
199	5550	6
199	891	1
199	9773	6
201	5565	4
202	2825	6
202	7165	10
202	9274	4
202	9345	3
202	5522	10
202	146	3
202	6727	8
203	494	3
203	2743	6
203	1448	8
203	720	8
203	4863	7
204	6053	1
204	1644	4
204	6526	5
205	1981	10
205	453	1
205	9463	6
205	4386	5
205	5927	9
205	8349	4
206	9196	4
206	2464	3
206	2709	8
206	5497	6
206	9016	10
206	704	2
206	4747	2
206	8534	3
207	2449	10
208	2553	8
208	3716	4
209	3920	6
209	1249	9
209	9578	1
209	9625	6
210	2544	5
210	8258	6
210	5535	1
210	3908	9
210	7415	3
210	6943	2
